Date,processed_price,,,,,
12/25/2017,0.381508016,0.381773186,0.372314977,0.36869093,0.35136567,0.338371759
1/1/2018,0.379121343,0.381508016,0.381773186,0.372314977,0.36869093,0.35136567
1/8/2018,0.40670019,0.379121343,0.381508016,0.381773186,0.372314977,0.36869093
1/15/2018,0.427737977,0.40670019,0.379121343,0.381508016,0.381773186,0.372314977
1/22/2018,0.438080044,0.427737977,0.40670019,0.379121343,0.381508016,0.381773186
1/29/2018,0.464067866,0.438080044,0.427737977,0.40670019,0.379121343,0.381508016
2/5/2018,0.414920891,0.464067866,0.438080044,0.427737977,0.40670019,0.379121343
2/12/2018,0.352426354,0.414920891,0.464067866,0.438080044,0.427737977,0.40670019
2/19/2018,0.404401998,0.352426354,0.414920891,0.464067866,0.438080044,0.427737977
2/26/2018,0.411031539,0.404401998,0.352426354,0.414920891,0.464067866,0.438080044
3/5/2018,0.387872386,0.411031539,0.404401998,0.352426354,0.414920891,0.464067866
3/12/2018,0.432599667,0.387872386,0.411031539,0.404401998,0.352426354,0.414920891
3/19/2018,0.418103076,0.432599667,0.387872386,0.411031539,0.404401998,0.352426354
3/26/2018,0.342437937,0.418103076,0.432599667,0.387872386,0.411031539,0.404401998
4/2/2018,0.36559709,0.342437937,0.418103076,0.432599667,0.387872386,0.411031539
4/9/2018,0.349244169,0.36559709,0.342437937,0.418103076,0.432599667,0.387872386
4/16/2018,0.373198969,0.349244169,0.36559709,0.342437937,0.418103076,0.432599667
4/23/2018,0.38133119,0.373198969,0.349244169,0.36559709,0.342437937,0.418103076
4/30/2018,0.37982851,0.38133119,0.373198969,0.349244169,0.36559709,0.342437937
5/7/2018,0.37806066,0.37982851,0.38133119,0.373198969,0.349244169,0.36559709
5/14/2018,0.408468176,0.37806066,0.37982851,0.38133119,0.373198969,0.349244169
5/21/2018,0.40519751,0.408468176,0.37806066,0.37982851,0.38133119,0.373198969
5/28/2018,0.408733347,0.40519751,0.408468176,0.37806066,0.37982851,0.38133119
6/4/2018,0.416688742,0.408733347,0.40519751,0.408468176,0.37806066,0.37982851
6/11/2018,0.437991699,0.416688742,0.408733347,0.40519751,0.408468176,0.37806066
6/18/2018,0.440113066,0.437991699,0.416688742,0.408733347,0.40519751,0.408468176
6/25/2018,0.425086133,0.440113066,0.437991699,0.416688742,0.408733347,0.40519751
7/2/2018,0.407230532,0.425086133,0.440113066,0.437991699,0.416688742,0.408733347
7/9/2018,0.428091493,0.407230532,0.425086133,0.440113066,0.437991699,0.416688742
7/16/2018,0.444974756,0.428091493,0.407230532,0.425086133,0.440113066,0.437991699
7/23/2018,0.446212265,0.444974756,0.428091493,0.407230532,0.425086133,0.440113066
7/30/2018,0.449571276,0.446212265,0.444974756,0.428091493,0.407230532,0.425086133
8/6/2018,0.45885266,0.449571276,0.446212265,0.444974756,0.428091493,0.407230532
8/13/2018,0.458675834,0.45885266,0.449571276,0.446212265,0.444974756,0.428091493
8/20/2018,0.466808055,0.458675834,0.45885266,0.449571276,0.446212265,0.444974756
8/27/2018,0.480155482,0.466808055,0.458675834,0.45885266,0.449571276,0.446212265
9/3/2018,0.492442361,0.480155482,0.466808055,0.458675834,0.45885266,0.449571276
9/10/2018,0.479271625,0.492442361,0.480155482,0.466808055,0.458675834,0.45885266
9/17/2018,0.494298557,0.479271625,0.492442361,0.480155482,0.466808055,0.458675834
9/24/2018,0.502077262,0.494298557,0.479271625,0.492442361,0.480155482,0.466808055
10/1/2018,0.488729699,0.502077262,0.494298557,0.479271625,0.492442361,0.480155482
10/8/2018,0.470874233,0.488729699,0.502077262,0.494298557,0.479271625,0.492442361
10/15/2018,0.415539578,0.470874233,0.488729699,0.502077262,0.494298557,0.479271625
10/22/2018,0.415362888,0.415539578,0.470874233,0.488729699,0.502077262,0.494298557
10/29/2018,0.366039087,0.415362888,0.415539578,0.470874233,0.488729699,0.502077262
11/5/2018,0.399540308,0.366039087,0.415362888,0.415539578,0.470874233,0.488729699
11/12/2018,0.422611115,0.399540308,0.366039087,0.415362888,0.415539578,0.470874233
11/19/2018,0.404136827,0.422611115,0.399540308,0.366039087,0.415362888,0.415539578
11/26/2018,0.360381884,0.404136827,0.422611115,0.399540308,0.366039087,0.415362888
12/3/2018,0.415362888,0.360381884,0.404136827,0.422611115,0.399540308,0.366039087
12/10/2018,0.358348727,0.415362888,0.360381884,0.404136827,0.422611115,0.399540308
12/17/2018,0.342614628,0.358348727,0.415362888,0.360381884,0.404136827,0.422611115
12/24/2018,0.257491346,0.342614628,0.358348727,0.415362888,0.360381884,0.404136827
12/31/2018,0.283479168,0.257491346,0.342614628,0.358348727,0.415362888,0.360381884
1/7/2019,0.3053124,0.283479168,0.257491346,0.342614628,0.358348727,0.415362888
1/14/2019,0.34013961,0.3053124,0.283479168,0.257491346,0.342614628,0.358348727
1/21/2019,0.373817656,0.34013961,0.3053124,0.283479168,0.257491346,0.342614628
1/28/2019,0.372226631,0.373817656,0.34013961,0.3053124,0.283479168,0.257491346
2/4/2019,0.392203599,0.372226631,0.373817656,0.34013961,0.3053124,0.283479168
2/11/2019,0.394325101,0.392203599,0.372226631,0.373817656,0.34013961,0.3053124
2/18/2019,0.427649631,0.394325101,0.392203599,0.372226631,0.373817656,0.34013961
2/25/2019,0.43675419,0.427649631,0.394325101,0.392203599,0.372226631,0.373817656
3/4/2019,0.442499738,0.43675419,0.427649631,0.394325101,0.392203599,0.372226631
3/11/2019,0.412180702,0.442499738,0.43675419,0.427649631,0.394325101,0.392203599
3/18/2019,0.447714945,0.412180702,0.442499738,0.43675419,0.427649631,0.394325101
3/25/2019,0.434897859,0.447714945,0.412180702,0.442499738,0.43675419,0.427649631
4/1/2019,0.445063236,0.434897859,0.447714945,0.412180702,0.442499738,0.43675419
4/8/2019,0.472200087,0.445063236,0.434897859,0.447714945,0.412180702,0.442499738
4/15/2019,0.480155482,0.472200087,0.445063236,0.434897859,0.447714945,0.412180702
4/22/2019,0.476531436,0.480155482,0.472200087,0.445063236,0.434897859,0.447714945
4/29/2019,0.493237874,0.476531436,0.480155482,0.472200087,0.445063236,0.434897859
5/6/2019,0.497392397,0.493237874,0.476531436,0.480155482,0.472200087,0.445063236
5/13/2019,0.46999024,0.497392397,0.493237874,0.476531436,0.480155482,0.472200087
