Date,processed_price,,,,,
12/25/2017,0.013356753,0.004920909,0.007732857,0.040246045,0.009314582,0.040246045
1/1/2018,0.033391909,0.013356753,0.004920909,0.007732857,0.040246045,0.009314582
1/8/2018,0.001405974,0.033391909,0.013356753,0.004920909,0.007732857,0.040246045
1/15/2018,0.017926177,0.001405974,0.033391909,0.013356753,0.004920909,0.007732857
1/22/2018,0.037434097,0.017926177,0.001405974,0.033391909,0.013356753,0.004920909
1/29/2018,0.034094896,0.037434097,0.017926177,0.001405974,0.033391909,0.013356753
2/5/2018,0.14358522,0.034094896,0.037434097,0.017926177,0.001405974,0.033391909
2/12/2018,0.350087855,0.14358522,0.034094896,0.037434097,0.017926177,0.001405974
2/19/2018,0.181370802,0.350087855,0.14358522,0.034094896,0.037434097,0.017926177
2/26/2018,0.129173978,0.181370802,0.350087855,0.14358522,0.034094896,0.037434097
3/5/2018,0.183655531,0.129173978,0.181370802,0.350087855,0.14358522,0.034094896
3/12/2018,0.096660807,0.183655531,0.129173978,0.181370802,0.350087855,0.14358522
3/19/2018,0.117047448,0.096660807,0.183655531,0.129173978,0.181370802,0.350087855
3/26/2018,0.276449918,0.117047448,0.096660807,0.183655531,0.129173978,0.181370802
4/2/2018,0.190333899,0.276449918,0.117047448,0.096660807,0.183655531,0.129173978
4/9/2018,0.217047439,0.190333899,0.276449918,0.117047448,0.096660807,0.183655531
4/16/2018,0.145342696,0.217047439,0.190333899,0.276449918,0.117047448,0.096660807
4/23/2018,0.136028097,0.145342696,0.217047439,0.190333899,0.276449918,0.117047448
4/30/2018,0.110193312,0.136028097,0.145342696,0.217047439,0.190333899,0.276449918
5/7/2018,0.098945519,0.110193312,0.136028097,0.145342696,0.217047439,0.190333899
5/14/2018,0.061687157,0.098945519,0.110193312,0.136028097,0.145342696,0.217047439
5/21/2018,0.075219678,0.061687157,0.098945519,0.110193312,0.136028097,0.145342696
5/28/2018,0.071704743,0.075219678,0.061687157,0.098945519,0.110193312,0.136028097
6/4/2018,0.075922665,0.071704743,0.075219678,0.061687157,0.098945519,0.110193312
6/11/2018,0.053427064,0.075922665,0.071704743,0.075219678,0.061687157,0.098945519
6/18/2018,0.049912112,0.053427064,0.075922665,0.071704743,0.075219678,0.061687157
6/25/2018,0.081370827,0.049912112,0.053427064,0.075922665,0.071704743,0.075219678
7/2/2018,0.122144108,0.081370827,0.049912112,0.053427064,0.075922665,0.071704743
7/9/2018,0.07434094,0.122144108,0.081370827,0.049912112,0.053427064,0.075922665
7/16/2018,0.053427064,0.07434094,0.122144108,0.081370827,0.049912112,0.053427064
7/23/2018,0.065377843,0.053427064,0.07434094,0.122144108,0.081370827,0.049912112
7/30/2018,0.068365542,0.065377843,0.053427064,0.07434094,0.122144108,0.081370827
8/6/2018,0.043936731,0.068365542,0.065377843,0.053427064,0.07434094,0.122144108
8/13/2018,0.070650254,0.043936731,0.068365542,0.065377843,0.053427064,0.07434094
8/20/2018,0.061511423,0.070650254,0.043936731,0.068365542,0.065377843,0.053427064
8/27/2018,0.050087863,0.061511423,0.070650254,0.043936731,0.068365542,0.065377843
9/3/2018,0.065377843,0.050087863,0.061511423,0.070650254,0.043936731,0.068365542
9/10/2018,0.10087873,0.065377843,0.050087863,0.061511423,0.070650254,0.043936731
9/17/2018,0.051493837,0.10087873,0.065377843,0.050087863,0.061511423,0.070650254
9/24/2018,0.044639718,0.051493837,0.10087873,0.065377843,0.050087863,0.061511423
10/1/2018,0.052372575,0.044639718,0.051493837,0.10087873,0.065377843,0.050087863
10/8/2018,0.099824241,0.052372575,0.044639718,0.051493837,0.10087873,0.065377843
10/15/2018,0.213883989,0.099824241,0.052372575,0.044639718,0.051493837,0.10087873
10/22/2018,0.188927925,0.213883989,0.099824241,0.052372575,0.044639718,0.051493837
10/29/2018,0.263971869,0.188927925,0.213883989,0.099824241,0.052372575,0.044639718
11/5/2018,0.182249557,0.263971869,0.188927925,0.213883989,0.099824241,0.052372575
11/12/2018,0.144463975,0.182249557,0.263971869,0.188927925,0.213883989,0.099824241
11/19/2018,0.158172214,0.144463975,0.182249557,0.263971869,0.188927925,0.213883989
11/26/2018,0.217574692,0.158172214,0.144463975,0.182249557,0.263971869,0.188927925
12/3/2018,0.156941991,0.217574692,0.158172214,0.144463975,0.182249557,0.263971869
12/10/2018,0.2476274,0.156941991,0.217574692,0.158172214,0.144463975,0.182249557
12/17/2018,0.219507886,0.2476274,0.156941991,0.217574692,0.158172214,0.144463975
12/24/2018,0.368541302,0.219507886,0.2476274,0.156941991,0.217574692,0.158172214
12/31/2018,0.337434088,0.368541302,0.219507886,0.2476274,0.156941991,0.217574692
1/7/2019,0.215114213,0.337434088,0.368541302,0.219507886,0.2476274,0.156941991
1/14/2019,0.159050968,0.215114213,0.337434088,0.368541302,0.219507886,0.2476274
1/21/2019,0.152196816,0.159050968,0.215114213,0.337434088,0.368541302,0.219507886
1/28/2019,0.145518447,0.152196816,0.159050968,0.215114213,0.337434088,0.368541302
2/4/2019,0.123022829,0.145518447,0.152196816,0.159050968,0.215114213,0.337434088
2/11/2019,0.115641474,0.123022829,0.145518447,0.152196816,0.159050968,0.215114213
2/18/2019,0.101405966,0.115641474,0.123022829,0.145518447,0.152196816,0.159050968
2/25/2019,0.076801403,0.101405966,0.115641474,0.123022829,0.145518447,0.152196816
3/4/2019,0.077855875,0.076801403,0.101405966,0.115641474,0.123022829,0.145518447
3/11/2019,0.121441104,0.077855875,0.076801403,0.101405966,0.115641474,0.123022829
3/18/2019,0.065729345,0.121441104,0.077855875,0.076801403,0.101405966,0.115641474
3/25/2019,0.128998227,0.065729345,0.121441104,0.077855875,0.076801403,0.101405966
4/1/2019,0.080316338,0.128998227,0.065729345,0.121441104,0.077855875,0.076801403
4/8/2019,0.064674856,0.080316338,0.128998227,0.065729345,0.121441104,0.077855875
4/15/2019,0.050439365,0.064674856,0.080316338,0.128998227,0.065729345,0.121441104
4/22/2019,0.051845339,0.050439365,0.064674856,0.080316338,0.128998227,0.065729345
4/29/2019,0.063093131,0.051845339,0.050439365,0.064674856,0.080316338,0.128998227
5/6/2019,0.065553594,0.063093131,0.051845339,0.050439365,0.064674856,0.080316338
5/13/2019,0.121265387,0.065553594,0.063093131,0.051845339,0.050439365,0.064674856
5/20/2019,0.119859396,0.121265387,0.065553594,0.063093131,0.051845339,0.050439365
5/27/2019,0.117926186,0.119859396,0.121265387,0.065553594,0.063093131,0.051845339
6/3/2019,0.168189783,0.117926186,0.119859396,0.121265387,0.065553594,0.063093131
6/10/2019,0.125834777,0.168189783,0.117926186,0.119859396,0.121265387,0.065553594
6/17/2019,0.1079086,0.125834777,0.168189783,0.117926186,0.119859396,0.121265387
6/24/2019,0.110017561,0.1079086,0.125834777,0.168189783,0.117926186,0.119859396
7/1/2019,0.104393665,0.110017561,0.1079086,0.125834777,0.168189783,0.117926186
7/8/2019,0.072759215,0.104393665,0.110017561,0.1079086,0.125834777,0.168189783
7/15/2019,0.05711775,0.072759215,0.104393665,0.110017561,0.1079086,0.125834777
7/22/2019,0.093321607,0.05711775,0.072759215,0.104393665,0.110017561,0.1079086
7/29/2019,0.053075562,0.093321607,0.05711775,0.072759215,0.104393665,0.110017561
8/5/2019,0.148857648,0.053075562,0.093321607,0.05711775,0.072759215,0.104393665
8/12/2019,0.155184515,0.148857648,0.053075562,0.093321607,0.05711775,0.072759215
8/19/2019,0.163971861,0.155184515,0.148857648,0.053075562,0.093321607,0.05711775
8/26/2019,0.188576457,0.163971861,0.155184515,0.148857648,0.053075562,0.093321607
9/2/2019,0.172934958,0.188576457,0.163971861,0.155184515,0.148857648,0.053075562
